submission_date,starttime,endtime,tinh,tentinh,huyen,tenhuyen,xa,tenxa,thon,tenthon,khuvuc,idcode0,nguoipv,entry,a001,a002,a005,a005a,a006,a008,a008a,a008aa,a009,a009a,z8,instanceID
"2017-10-13 14:01:47","2017-10-13 13:13:09","2017-10-13 14:01:42","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634123","ấp Suối Râm","Nông thôn",7,"Nguyen khac cuong",148,"Nam",63,"Kinh","","Tốt nghiệp cấp III","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Bị lang tai","uuid:59ce6b71-d5e1-4d77-ba94-eef8ba1d6f9a"
"2017-10-12 09:56:55","2017-10-12 09:10:20","2017-10-12 09:56:53","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603202","Khu phố 3","Đô thị",2,"Nguyen thi thanh thanh",251,"Nữ",60,"Kinh","","Chưa học hết cấp II","Noi tro","Nội trợ (và không làm thêm)","","Công nghiệp (Nhà nước)","","0","uuid:001ab329-d7a1-4438-9ca4-8ce83381486b"
"2017-10-10 16:39:19","2017-10-10 15:55:12","2017-10-10 16:39:14","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622712","Ấp Mít Nài","Nông thôn",47,"Nguyen thi thao",11,"Nam",50,"Kinh","","Tốt nghiệp cấp III","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:c682eba1-a11f-4bf5-9adc-7edbc7f9714f"
"2017-10-10 10:35:37","2017-10-10 09:47:25","2017-10-10 10:35:33","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620610","Ấp Hiệp Cường","Đô thị",12,"Tran phuong thao",300,"Nam",50,"Kinh","","Chưa học hết cấp III","Lam nong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:c8834ee1-1e76-4207-9ff8-fd6ba1e2f7ff"
"2017-10-14 16:28:23","2017-10-14 15:07:30","2017-10-14 16:28:18","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632619","Ấp LẤp Thành","Nông thôn",50,"Ho le kieu mi",215,"Nữ",67,"Kinh","","Tốt nghiệp cấp II","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","0","uuid:40c97af9-dfcb-473d-a92d-48df0156d4c6"
"2017-10-10 09:49:20","2017-10-10 08:53:11","2017-10-10 09:49:18","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620610","Ấp Hiệp Cường","Đô thị",44,"Nguyen thi thanh thanh",251,"Nữ",49,"Kinh","","Chưa học hết cấp III","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","0","uuid:f412fad4-06b1-4636-ac09-7917c86387ff"
"2017-10-12 13:59:21","2017-10-12 13:25:31","2017-10-12 13:59:18","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500543","Ấp Nhất Hòa","Nông thôn",4,"Ho le kieu mi",215,"Nữ",58,"Kinh","","Chưa học hết cấp III","Nghi huu","Nghỉ hưu (và không làm thêm)","","Khác","Nghi huu","Khong","uuid:3e2b3736-c71f-4d6a-b8b4-ca05d9a87a66"
"2017-10-11 14:46:18","2017-10-11 13:15:54","2017-10-11 14:13:04","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617005","Khu  phố 5","Đô thị",18,"Nguyen thu hong hiep",256,"Nam",57,"Kinh","","Chưa học hết cấp III","Chan nuoi","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:897d3e70-1882-4b00-94c7-772ce0cdc011"
"2017-10-12 15:56:04","2017-10-12 15:18:06","2017-10-12 15:56:01","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500543","Ấp Nhất Hòa","Nông thôn",15,"Nguyen khac cuong",148,"Nam",41,"Kinh","","Tốt nghiệp cấp III","Lam sua xe","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:092a31fe-9fe1-4b9e-ab45-9402d3fd0d9e"
"2017-10-13 14:35:50","2017-10-13 13:57:02","2017-10-13 14:35:45","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634123","ấp Suối Râm","Nông thôn",6,"Ho le kieu mi",215,"Nam",57,"Kinh","","Chưa học hết cấp III","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong","uuid:b50ccbc1-479a-4652-b4de-096a38842ae3"
"2017-10-12 16:13:48","2017-10-12 15:27:54","2017-10-12 16:13:43","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500544","Ấp Nhị Hòa","Nông thôn",19,"Pham giang hoi",219,"Nữ",59,"Kinh","","Tốt nghiệp cấp II","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:9ef539b0-4d30-439d-8061-bbac66d3ad1f"
"2017-10-12 08:24:10","2017-10-12 07:33:21","2017-10-12 08:24:06","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603202","Khu phố 3","Đô thị",14,"Pham giang hoi",219,"Nam",65,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Nghi huu","Nghỉ hưu (và không làm thêm)","","Cơ quan nhà nước","","Khong co","uuid:e57eeb20-6207-4fed-85f5-373b7bdb20a2"
"2017-10-12 14:00:12","2017-10-12 13:26:40","2017-10-12 14:00:11","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500544","Ấp Nhị Hòa","Nông thôn",3,"Nguyen thi thanh thanh",251,"Nữ",59,"Kinh","","Chưa học hết cấp II","Noi tro","Nội trợ (và không làm thêm)","","Công nghiệp (Nhà nước)","","0","uuid:8aaa4c4b-46b7-4036-ba64-fb328058a8aa"
"2017-10-11 09:22:28","2017-10-11 08:44:22","2017-10-11 09:22:21","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000548","Ấp 7","Nông thôn",17,"Ho le kieu mi",215,"Nam",38,"Kinh","","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong","uuid:c91f8568-a1be-4b69-9e4f-d0ea920c0d74"
"2017-10-14 14:17:45","2017-10-14 13:21:13","2017-10-14 14:17:40","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632619","Ấp LẤp Thành","Nông thôn",15,"Nguyen thi hong hiep",256,"Nữ",61,"Kinh","","Chưa học hết cấp II","Ban quan nhau","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:3754df14-d014-4fc5-be4a-a7ad8177ee6f"
"2017-10-11 11:06:18","2017-10-11 09:54:15","2017-10-11 11:06:13","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000548","Ấp 7","Nông thôn",2,"Nguyen thi hong hiep",256,"Nam",66,"Kinh","","Chưa học hết cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Nguoi tra loi bi lang tai, hay noi lang mang","uuid:2d0be7a5-2e8a-4ff3-aa8e-ddafeb72d56c"
"2017-10-14 11:23:53","2017-10-14 10:18:43","2017-10-14 11:23:50","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400558","Ấp Trần Cao Vân và khu Bàu Ao","Nông thôn",45,"Nguyen thi thanh thanh",251,"Nữ",47,"Kinh","","Chưa học hết tiểu học","Buon ban","Người lao động cho gia đình không được trả lương","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:e184cbdf-4435-4f43-a14c-85d060da2dae"
"2017-10-10 10:06:49","2017-10-10 09:20:54","2017-10-10 10:06:44","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",49,"LE THI KIM LY",271,"Nam",50,"Kinh","","Chưa học hết tiểu học","Chan nuoi","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:8b3c4394-0177-4d86-951c-fa695ee1802d"
"2017-10-10 08:57:18","2017-10-10 08:13:14","2017-10-10 08:57:10","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",5,"Nguyen thi hong hiep",256,"Nữ",60,"Khác","Tày","Chưa học hết tiểu học","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:5e71701d-3655-4e65-ad7e-cd977cd90407"
"2017-10-12 14:00:28","2017-10-12 13:23:56","2017-10-12 14:00:26","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500543","Ấp Nhất Hòa","Nông thôn",3,"Nguyen khac cuong",148,"Nữ",50,"Kinh","","Tốt nghiệp cấp III","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:19b8f63a-2897-4d2d-bd68-597feaa00582"
"2017-10-14 09:33:48","2017-10-14 08:52:28","2017-10-14 09:33:44","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400557","Ấp Nguyễn Thái","Nông thôn",45,"Nguyen khac cuong",148,"Nữ",54,"Khác","Nùng","Tốt nghiệp cấp II","Chu kinh doanh","Chủ tài sản cho thuê","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:2beca5dd-7537-46d1-b2f1-4373d94af3a0"
"2017-10-12 08:16:33","2017-10-12 07:42:12","2017-10-12 08:16:30","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603201","Khu phố 1","Đô thị",15,"Ho le kieu mi",215,"Nam",34,"Kinh","","Tốt nghiệp cấp III","Cong an phuong","Chuyên gia, kỹ thuật (bao gồm cả quân đội, cảnh sát, an ninh)","","Quốc phòng/Công an","","Khong","uuid:ea434cb5-4923-4537-99ef-f84c82c1dc21"
"2017-10-10 08:21:23","2017-10-10 07:24:33","2017-10-10 08:21:20","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",4,"Nguyen khac cuong",148,"Nam",52,"Kinh","","Không qua trường lớp đào tạo nào","Chan nuoi","Lao động không có tay nghề","","Nông nghiệp","","Nguoi tra loi co trinh do thap","uuid:9e957da2-5604-4261-9e33-91d09295c599"
"2017-10-15 08:59:39","2017-10-15 08:22:59","2017-10-15 08:59:35","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625716","ấp Tây Điều","Nông thôn",20,"Pham giang hoi",219,"Nữ",56,"Kinh","","Chưa học hết tiểu học","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:23cc8adc-b661-4ebd-99f7-e4abc56167d4"
"2017-10-11 17:32:22","2017-10-11 15:13:17","2017-10-11 15:58:33","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617005","Khu  phố 5","Đô thị",8,"Nguyen khac cuong",148,"Nữ",40,"Kinh","","Tốt nghiệp cấp II","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:e6ac6c46-40ce-4c67-a82f-65f9a65c8b3a"
"2017-10-10 08:51:53","2017-10-10 08:21:33","2017-10-10 08:51:48","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",10,"Nguyen khac cuong",148,"Nam",46,"Kinh","","Tốt nghiệp cấp III","Lam dien co","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:40bd7e6b-b773-499a-bdcb-42edbad9d63e"
"2017-10-14 14:20:00","2017-10-14 13:37:52","2017-10-14 14:19:56","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632620","ấp Trần Hưng Đạo","Nông thôn",6,"Pham giang hoi",219,"Nữ",62,"Kinh","","Tốt nghiệp cấp II","O nha trong chau","Nội trợ (và không làm thêm)","","Khác","Trong chau noi tro","Khong co","uuid:821d64e6-0e1b-43da-98c4-df1b33bb795b"
"2017-10-11 17:14:54","2017-10-11 15:12:08","2017-10-11 15:49:10","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617006","Khu phố 7","Đô thị",16,"Nguyen thi thanh thanh",251,"Nữ",62,"Kinh","","Tốt nghiệp cấp III","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","0","uuid:1b1d0643-4dc9-4964-b75e-9867d6f5a1e7"
"2017-10-10 14:51:52","2017-10-10 14:15:34","2017-10-10 14:51:40","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622711","Ấp 3","Nông thôn",8,"Nguyen khac cuong",148,"Nữ",53,"Kinh","","Học xong tiểu học","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:74cc15f5-665e-4a99-8c23-210f995fdce2"
"2017-10-14 08:38:14","2017-10-14 07:59:28","2017-10-14 08:38:09","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400558","Ấp Trần Cao Vân và khu Bàu Ao","Nông thôn",5,"Trăn phuong thao",300,"Nữ",46,"Kinh","","Tốt nghiệp cấp II","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:190b9241-0191-4e49-a8d5-570c871d0959"
"2017-10-15 15:07:27","2017-10-15 14:24:38","2017-10-15 15:07:25","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624814","Khu phố 3","Đô thị",16,"Nguyen thi thanh thanh",251,"Nam",60,"Kinh","","Tốt nghiệp cấp II","Chan nuoi","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:efeabedd-82e0-4a34-ad31-0e1f857f8cee"
"2017-10-15 16:02:20","2017-10-15 15:07:49","2017-10-15 16:02:17","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624814","Khu phố 3","Đô thị",40,"Nguyen thi thanh thanh",251,"Nữ",57,"Kinh","","Chưa học hết cấp II","To truong dan pho","Quản lý / Giám sát / Điều hành","","Cơ quan nhà nước","","0","uuid:371dd834-258b-4224-9b38-e9b0e0f5b1e9"
"2017-10-11 15:41:20","2017-10-11 14:51:45","2017-10-11 15:31:14","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617006","Khu phố 7","Đô thị",11,"Pham giang hoi",219,"Nam",48,"Khác","Hoa","Học xong tiểu học","Chan nuoi","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:eef2de06-77a1-48e5-84aa-ce31660b3a7c"
"2017-10-15 16:14:18","2017-10-15 15:30:34","2017-10-15 16:14:15","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624814","Khu phố 3","Đô thị",11,"Pham giang hoi",219,"Nữ",43,"Kinh","","Không qua trường lớp đào tạo nào","Cong nhan","Lao động không có tay nghề","","Công nghiệp (Nước ngoài/Liên doanh)","","Khong co","uuid:c7fe65f0-3354-47ab-a9d0-e56598deb11c"
"2017-10-15 14:52:43","2017-10-15 14:16:45","2017-10-15 14:52:39","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624814","Khu phố 3","Đô thị",12,"TRAN PHUONG THAO",300,"Nữ",58,"Kinh","","Chưa học hết tiểu học","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:01425139-cf87-40fd-9c55-a4cec43ae1c9"
"2017-10-10 08:16:33","2017-10-10 07:18:52","2017-10-10 08:16:28","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620610","Ấp Hiệp Cường","Đô thị",5,"Tran phuong thao",300,"Nữ",60,"Kinh","","Học xong tiểu học","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:21c55965-25e3-4d99-9887-09ab6369eb77"
"2017-10-10 10:42:46","2017-10-10 09:48:42","2017-10-10 10:42:38","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",7,"Nguyen thi hong hiep",256,"Nam",56,"Kinh","","Chưa học hết cấp III","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:95cd1360-64bb-46d7-9f0e-f32b13bdf883"
"2017-10-14 10:03:42","2017-10-14 09:03:51","2017-10-14 10:03:37","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400558","Ấp Trần Cao Vân và khu Bàu Ao","Nông thôn",44,"Nguyen thi thao",11,"Nữ",52,"Kinh","","Chưa học hết tiểu học","Lam thue","Khác","Lam thue","Khác","Lam thue","Khong co","uuid:acc9d939-e3ff-445c-be12-20c4dded71df"
"2017-10-11 17:15:37","2017-10-11 14:22:29","2017-10-11 15:02:18","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617006","Khu phố 7","Đô thị",6,"Nguyen thi thao",11,"Nam",54,"Kinh","","Học xong tiểu học","Bao ve","Lao động không có tay nghề","","Dịch vụ/Kinh doanh (Nhà nước)","","Khong co","uuid:bdf6fb66-8d1e-4191-8485-b8d911fe7f90"
"2017-10-10 11:01:14","2017-10-10 10:10:47","2017-10-10 11:01:09","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",8,"LE THI KIM LY",271,"Nữ",47,"Kinh","","Học xong tiểu học","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","KHONG CO","uuid:0b3d2961-85a7-4131-a51e-a45dd56d2b96"
"2017-10-13 14:48:26","2017-10-13 14:12:12","2017-10-13 14:48:22","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634124","ấp Suối Cả","Nông thôn",2,"Pham giang hoi",219,"Nam",64,"Kinh","","Tốt nghiệp cấp II","Bao ve","Lao động không có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:9921d2e8-970e-4117-a643-2f357f848be5"
"2017-10-13 08:05:13","2017-10-13 07:16:47","2017-10-13 08:05:05","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700563","Ấp 3","Nông thôn",1,"Nguyen thi thao",11,"Nữ",60,"Kinh","","Chưa học hết cấp II","Noi tro","Nội trợ (và không làm thêm)","","Công nghiệp (Nhà nước)","","Khong co","uuid:92a27fdc-ba1b-4505-9504-90e91aa3062c"
"2017-10-11 14:34:57","2017-10-11 13:20:45","2017-10-11 14:22:14","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617006","Khu phố 7","Đô thị",10,"Nguyen thi thao",11,"Nam",46,"Khác","Hoa","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:0d227ab0-8477-4345-8946-8425f429409d"
"2017-10-14 14:20:04","2017-10-14 13:24:33","2017-10-14 14:20:00","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632619","Ấp LẤp Thành","Nông thôn",20,"LE THI KIM LY",271,"Nam",53,"Kinh","","Chưa học hết cấp II","Nghi huu","Nghỉ hưu (và không làm thêm)","","Công nghiệp (Nhà nước)","","Khong co","uuid:4a0a0e68-7b84-4440-a9cf-d4d34ea4eddb"
"2017-10-12 09:06:25","2017-10-12 08:24:12","2017-10-12 09:06:21","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603201","Khu phố 1","Đô thị",20,"Nguyen thi hong hiep",256,"Nam",61,"Kinh","","Tốt nghiệp cấp III","Huu tri","Nghỉ hưu (và không làm thêm)","","Quốc phòng/Công an","","0","uuid:ad6d2b6e-92e5-4173-85a3-a4a5c3c26b88"
"2017-10-10 14:53:41","2017-10-10 14:15:47","2017-10-10 14:53:35","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622712","Ấp Mít Nài","Nông thôn",12,"Tran phuong thao",300,"Nam",52,"Kinh","","Chưa học hết tiểu học","Lam nong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:5aa79ffe-2196-41c4-a112-35c095df6439"
